,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0,0.93411654,0.9341657,0.9436063,0.9349868,0.9634805,0.9691375,0.9371926,0.949812,0.9236146,0.9236146,0.97694445,0.93612766,0.95406085,0.99752706,0.98675823,0.94183713,0.9236146,0.9705201,0.94109744,0.94674087,0.9639752,0.9632655,0.9648026,0.94352895,0.9409689,0.9327785,0.9636486,0.9236146,0.9236146,0.9236146,0.98527336,0.96055555,0.95503676,0.9533815,0.96901405,0.93570167,0.970405,0.95508206,0.9295754,0.9560209,0.9571705,0.9529977,0.95794034,0.9403763,0.9427768
1,0.93425363,0.9342984,0.94366354,0.9351158,0.96336734,0.9689758,0.9373016,0.94981676,0.9238363,0.9238363,0.9767168,0.9362484,0.9540271,0.99711823,0.986445,0.9419057,0.9238363,0.97034764,0.9411736,0.94677204,0.96385807,0.9631536,0.96467966,0.9435879,0.94104433,0.9329261,0.9635328,0.9238363,0.9238363,0.9238363,0.9849729,0.96046644,0.9549969,0.95335436,0.96885365,0.9358268,0.97023493,0.9550421,0.9297493,0.9559715,0.9571125,0.95297414,0.95787567,0.9404576,0.9428421
2,0.9337264,0.9338258,0.94342583,0.9346265,0.96379954,0.9695881,0.9369114,0.9497822,0.9230113,0.9230113,0.9775529,0.93577415,0.95418453,0.99864507,0.9876101,0.94167393,0.9230113,0.9709821,0.9409018,0.94664,0.9642996,0.96359086,0.96513087,0.9433492,0.9407927,0.93235815,0.96399957,0.9230113,0.9230113,0.9230113,0.9860936,0.9608266,0.9551318,0.95347255,0.96946037,0.9353277,0.9708427,0.95517546,0.9290903,0.95616627,0.9573133,0.95307446,0.958111,0.94018036,0.9425668
3,0.9335029,0.9336128,0.94332904,0.9344168,0.9639846,0.9698516,0.9367379,0.94977146,0.922652,0.922652,0.9779199,0.9355756,0.9542449,0.9993095,0.988119,0.941565,0.922652,0.9712604,0.94078004,0.94658744,0.9644902,0.9637754,0.96532965,0.94325227,0.94067365,0.93211657,0.9641936,0.922652,0.922652,0.922652,0.9865821,0.96097547,0.9551937,0.95351964,0.96972185,0.9351214,0.97111464,0.9552374,0.9288074,0.956248,0.95740414,0.9531152,0.958215,0.9400524,0.9424564
4,0.9335496,0.9336386,0.94335896,0.9344581,0.96394587,0.9698009,0.93675715,0.94978434,0.92271435,0.92271435,0.9778654,0.9356235,0.9542139,0.9991924,0.9880312,0.9415717,0.92271435,0.9712174,0.9407942,0.9466064,0.9644539,0.9637313,0.96529907,0.94327986,0.9406779,0.93216854,0.9641368,0.92271435,0.92271435,0.92271435,0.9864964,0.9609331,0.9551922,0.9535002,0.96967137,0.93517494,0.9710837,0.95523643,0.9288619,0.9562283,0.95739865,0.95309925,0.9582011,0.9400599,0.942495
5,0.9333539,0.93344694,0.94327646,0.93427366,0.9641074,0.9700324,0.9366003,0.9497777,0.9223965,0.9223965,0.97819257,0.93545145,0.9542613,0.9997796,0.98848134,0.94147193,0.9223965,0.9714649,0.94068426,0.94656247,0.9646212,0.96389085,0.9654758,0.94319695,0.9405679,0.93195736,0.9643015,0.9223965,0.9223965,0.9223965,0.98692816,0.96106005,0.9552492,0.9535385,0.969901,0.93499726,0.9713285,0.9552937,0.9286129,0.9562989,0.95748156,0.9531325,0.9582942,0.9399425,0.94240254
6,0.9341279,0.9341776,0.9436103,0.9349976,0.9634716,0.96912414,0.9372035,0.94981104,0.9236333,0.9236333,0.9769237,0.9361369,0.9540605,0.9974927,0.9867321,0.94184333,0.9236333,0.9705048,0.9411044,0.94674236,0.9639657,0.9632572,0.964792,0.94353336,0.9409763,0.9327904,0.9636416,0.9236333,0.9236333,0.9236333,0.9852482,0.96054953,0.95503217,0.9533807,0.9690008,0.9357112,0.9703887,0.9550776,0.92959005,0.956017,0.9571643,0.95299697,0.9579342,0.9403845,0.94278055
7,0.93358487,0.9336862,0.94336766,0.93449306,0.9639171,0.9697561,0.93679804,0.94977766,0.92278045,0.92278045,0.97779024,0.9356495,0.9542188,0.99907166,0.9879375,0.9416005,0.92278045,0.97116214,0.94082177,0.94660795,0.96442163,0.9637066,0.9652595,0.9432891,0.9407122,0.93220574,0.96411926,0.92278045,0.92278045,0.92278045,0.9864073,0.9609181,0.9551736,0.95350045,0.96962696,0.9351995,0.9710209,0.9552175,0.9289101,0.9562171,0.95737404,0.9530987,0.95817834,0.9400945,0.94250035
8,0.9335521,0.9336405,0.9433604,0.9344598,0.96394557,0.9697986,0.9367621,0.9497817,0.9227171,0.9227171,0.97785854,0.93562376,0.9542177,0.9991872,0.9880277,0.94157207,0.9227171,0.9712137,0.9407957,0.9466044,0.9644532,0.96373117,0.965297,0.943279,0.9406799,0.9321704,0.9641403,0.9227171,0.9227171,0.9227171,0.98649263,0.96093327,0.9551893,0.95350254,0.9696692,0.9351759,0.971078,0.955234,0.9288651,0.9562271,0.9573956,0.9531011,0.9581982,0.9400621,0.94249284
9,0.9342155,0.9342602,0.94365084,0.9350802,0.96339846,0.9690206,0.93726945,0.949817,0.92377424,0.92377424,0.9767815,0.93621564,0.95403326,0.9972326,0.98653257,0.94188523,0.92377424,0.97039676,0.9411513,0.9467639,0.963891,0.9631832,0.96471447,0.9435713,0.9410215,0.9328865,0.96356183,0.92377424,0.92377424,0.92377424,0.98505646,0.96048844,0.9550098,0.9533601,0.9688977,0.93579334,0.97028476,0.9550549,0.92970127,0.9559842,0.9571309,0.9529791,0.9578939,0.9404325,0.94282633
10,0.93328184,0.9333733,0.94324523,0.93420494,0.96416736,0.9701187,0.9365399,0.9497765,0.9222769,0.9222769,0.9783172,0.9353894,0.9542772,1.0,0.9886506,0.94143337,0.9222769,0.9715583,0.9406426,0.9465483,0.9646832,0.9639496,0.96554273,0.94316804,0.94052464,0.9318784,0.964361,0.9222769,0.9222769,0.9222769,0.98709065,0.9611067,0.9552714,0.9535517,0.9699873,0.93493295,0.9714228,0.9553162,0.9285198,0.9563253,0.95751315,0.9531446,0.95833015,0.93989706,0.9423697
11,0.9339572,0.9340275,0.94353384,0.9348401,0.9636107,0.9693212,0.937078,0.94980013,0.9233689,0.9233689,0.97719246,0.93598324,0.9541108,0.99798274,0.98710537,0.9417708,0.9233689,0.9707086,0.9410177,0.9466995,0.9641079,0.963398,0.9649364,0.9434551,0.94089717,0.93260765,0.96379125,0.9233689,0.9233689,0.9233689,0.98560745,0.96066546,0.955076,0.9534184,0.9691958,0.935549,0.9705836,0.9551205,0.9293778,0.95607996,0.95722944,0.9530286,0.9580098,0.9402961,0.9426915
12,0.9334623,0.9335635,0.94331634,0.934377,0.9640185,0.96990216,0.9366974,0.9497748,0.92257917,0.92257917,0.9779986,0.9355427,0.95424664,0.999443,0.9882225,0.94153595,0.92257917,0.9713194,0.94075155,0.9465819,0.964527,0.9638063,0.9653719,0.9432386,0.9406405,0.93207306,0.96422094,0.92257917,0.92257917,0.92257917,0.9866806,0.9609969,0.9552106,0.9535235,0.969772,0.9350895,0.97117794,0.95525485,0.9287533,0.95626146,0.9574275,0.95311904,0.95823807,0.94001865,0.9424442
13,0.9343456,0.93438977,0.943703,0.9352034,0.9632893,0.9688654,0.9373729,0.949822,0.92398816,0.92398816,0.97656375,0.9363311,0.9540003,0.99683845,0.98622954,0.94195396,0.92398816,0.97023076,0.9412254,0.94679433,0.9637776,0.9630759,0.9645955,0.9436274,0.9410961,0.93302685,0.9634494,0.92398816,0.92398816,0.92398816,0.9847664,0.96040404,0.95497173,0.95333314,0.9687437,0.9359114,0.9701211,0.9550163,0.9298671,0.95593774,0.95707506,0.9529558,0.9578326,0.9405121,0.9428884
14,0.9344873,0.9345323,0.9437607,0.93533725,0.9631724,0.9686969,0.9374906,0.94982386,0.9242209,0.9242209,0.9763218,0.9364536,0.9539703,0.9964102,0.9859008,0.9420289,0.9242209,0.97004837,0.941307,0.94682366,0.96365595,0.9629617,0.9644652,0.94368553,0.9411798,0.93317944,0.9633344,0.9242209,0.9242209,0.9242209,0.9844512,0.9603145,0.95492744,0.95330787,0.9685766,0.93603766,0.9699377,0.9549719,0.9300484,0.95588684,0.9570117,0.9529334,0.95776296,0.940601,0.94295144
15,0.9338067,0.93389195,0.9434656,0.93470025,0.9637342,0.9694962,0.93696666,0.9497899,0.92313284,0.92313284,0.9774312,0.9358477,0.9541562,0.9984194,0.9874387,0.94170403,0.92313284,0.97088987,0.94093984,0.9466617,0.96423393,0.96352303,0.9650654,0.9433871,0.9408249,0.9324451,0.9639251,0.92313284,0.92313284,0.92313284,0.98592806,0.9607686,0.9551141,0.95345235,0.96936923,0.93540657,0.9707571,0.95515823,0.92918944,0.95613563,0.95728636,0.95305747,0.9580769,0.94021684,0.9426126
16,0.9338008,0.9338759,0.94346744,0.9346929,0.96374005,0.969506,0.93695426,0.94979393,0.92311573,0.92311573,0.9774517,0.9358452,0.95415056,0.9984498,0.98746336,0.9416925,0.92311573,0.970905,0.94093096,0.9466637,0.96424145,0.9635261,0.9650768,0.9433879,0.9408113,0.9324386,0.96392465,0.92311573,0.92311573,0.92311573,0.9859508,0.9607679,0.9551207,0.95344996,0.9693791,0.93540597,0.97077703,0.95516527,0.9291792,0.9561366,0.9572946,0.95305604,0.95808333,0.940204,0.9426161
17,0.9340041,0.9340569,0.9435583,0.93488127,0.9635736,0.9692704,0.9371046,0.94980687,0.9234325,0.9234325,0.97713,0.936028,0.9540904,0.99786264,0.9870157,0.9417805,0.9234325,0.9706611,0.9410351,0.94671446,0.9640714,0.96335804,0.9649036,0.94348097,0.9409071,0.9326571,0.9637456,0.9234325,0.9234325,0.9234325,0.9855203,0.96062976,0.9550683,0.9534049,0.9691457,0.93559885,0.9705432,0.9551138,0.92943275,0.95606166,0.95721674,0.95301795,0.95799303,0.94031066,0.94272226
18,0.93367565,0.933754,0.9434139,0.93457514,0.96384317,0.96965396,0.93685406,0.94978976,0.92291284,0.92291284,0.97766083,0.93573534,0.95418096,0.99882424,0.9877502,0.9416295,0.92291284,0.97106296,0.9408611,0.9466359,0.96434814,0.9636284,0.9651896,0.94333524,0.9407416,0.9323034,0.96402997,0.92291284,0.92291284,0.92291284,0.98622626,0.96084964,0.95515704,0.9534745,0.96952593,0.9352921,0.97093326,0.9552018,0.92902,0.9561821,0.95734745,0.95307744,0.95814306,0.94012964,0.9425569
19,0.9337365,0.933819,0.94343746,0.9346334,0.9637925,0.96958053,0.93690664,0.94978994,0.9230157,0.9230157,0.97755414,0.9357876,0.95416963,0.9986354,0.9876048,0.94166493,0.9230157,0.9709822,0.94089824,0.94664806,0.9642949,0.9635796,0.9651315,0.9433592,0.94078106,0.93236923,0.96398115,0.9230157,0.9230157,0.9230157,0.98608726,0.9608124,0.95513713,0.9534643,0.9694531,0.935345,0.970851,0.9551816,0.92909884,0.9561608,0.957319,0.9530682,0.95811236,0.94017076,0.9425826
20,0.93391013,0.9339676,0.9435179,0.9347929,0.9636517,0.96938133,0.93703204,0.9498023,0.9232814,0.9232814,0.97728413,0.9359441,0.9541163,0.9981422,0.98723,0.94173485,0.9232814,0.970778,0.9409839,0.94669205,0.9641518,0.9634359,0.964987,0.9434396,0.9408574,0.93255544,0.9638277,0.9232814,0.9232814,0.9232814,0.9857258,0.9606925,0.9550943,0.95342517,0.96925586,0.9355116,0.9706571,0.9551399,0.92931384,0.956096,0.95725507,0.95303535,0.95803654,0.94025683,0.94267535
21,0.93397063,0.9340263,0.94354165,0.93484956,0.9636017,0.9693099,0.93708,0.9498041,0.9233792,0.9233792,0.9771838,0.9359976,0.95410204,0.9979614,0.98709136,0.94176567,0.9233792,0.97070163,0.941018,0.9467063,0.96409976,0.96338683,0.96493256,0.943466,0.9408912,0.93261987,0.9637771,0.9233792,0.9233792,0.9233792,0.98559326,0.9606541,0.95507634,0.95341337,0.96918535,0.93556654,0.9705818,0.9551219,0.92939025,0.9560746,0.9572288,0.9530254,0.95800817,0.9402933,0.94270355
22,0.93406725,0.9341199,0.9435839,0.9349408,0.96352094,0.96919525,0.93715525,0.9498091,0.9235361,0.9235361,0.9770239,0.93608344,0.95407504,0.99767166,0.98686904,0.9418137,0.9235361,0.9705804,0.94107103,0.9467288,0.9640168,0.96330625,0.9648458,0.9435076,0.94094354,0.9327252,0.96369183,0.9235361,0.9235361,0.9235361,0.9853798,0.96058893,0.95504963,0.9533923,0.96907115,0.9356557,0.9704633,0.95509493,0.92951316,0.956039,0.9571896,0.953007,0.9579629,0.9403493,0.9427518
