StationNum,RMSE
0,0.042420703455352815
1,0.06933476373856823
2,0.029186705386787422
3,0.051810526600746816
4,0.04699325236743851
5,0.05374999732096471
6,0.05592728545093459
7,0.05724015331320607
8,0.045596284079880554
9,0.04739200528909452
10,0.038510396617264894
11,0.04183089601597265
12,0.04598063750251052
13,0.027812006088592394
14,0.04586566955399015
15,0.041931472334263406
16,0.04737119493329602
17,0.055465946740028596
18,0.03619879721478362
19,0.04482673473682837
20,0.043912886655902615
21,0.031812066644194205
22,0.03405629379002691
23,0.05245578237829469
24,0.04417039929217792
25,0.03672232862104517
26,0.04289937551066937
27,0.043985565198212596
28,0.05716329157100754
29,0.04325194221755564
30,0.04036569211817074
31,0.03779039892288267
32,0.04639676395866391
33,0.035496131210910484
34,0.036211736890586245
35,0.04277926010515379
36,0.05737867491392717
37,0.0399521832132293
38,0.045621607251472136
39,0.04846160872911071
40,0.04539971080286886
41,0.05133761661837112
42,0.03851671435234235
43,0.04570048848200603
44,0.05588056654099476
Average,0.04569916231213576
