StationNum,MAE
0,0.03257415285215302
1,0.049563082019036996
2,0.021030172253492647
3,0.03877832275139844
4,0.0348009510437764
5,0.041012774697388094
6,0.042137702559179945
7,0.04218291960882934
8,0.03370089325868006
9,0.034569794280457075
10,0.030554886513442386
11,0.03071254056206264
12,0.03379137594845846
13,0.02098487271209189
14,0.033123970019975926
15,0.03142778078947766
16,0.03538175335903601
17,0.041595195299442306
18,0.028602379079063378
19,0.03371426259267064
20,0.032417539874324434
21,0.024826870974789656
22,0.026447984880266135
23,0.03924931722804159
24,0.0326927841545382
25,0.029058686311006904
26,0.03200102821329349
27,0.03237153896943254
28,0.040904001141850006
29,0.032191581858696
30,0.03064042697066821
31,0.029507416632220174
32,0.035517913576088855
33,0.027366015156775784
34,0.028261602392192175
35,0.03209076396490121
36,0.043576631681990476
37,0.031003470132764915
38,0.03314272261045444
39,0.035847871245359215
40,0.034807630822412026
41,0.03950529829910257
42,0.029797854474872907
43,0.035031423835844025
44,0.03790109128873839
Average,0.03369776108646084
