,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0,0.18829228,0.0035684754,0.0035684754,0.040143337,0.0035684754,0.0035684754,0.0035684754,0.0035684754,0.2852138,0.0035684754,0.0035684754,0.0074597555,0.019591942,0.01149685,0.0035684754,0.0035684754,0.0035684754,0.0035684754,0.039046627,0.016024558,0.036754493,0.0035684754,0.0035684754,0.0035684754,0.010207189,0.009323803,0.0035684754,0.014148842,0.0035684754,0.0035684754,0.02447703,0.026566466,0.052050345,0.026575107,0.0035684754,0.07682406,0.007056107,0.0035684754,0.0035684754,0.009857622,0.0035684754,0.0035684754,0.008275563,0.0035684754,0.0049708607
1,0.005084507,0.20975518,0.031165909,0.017380444,0.016425036,0.007336927,0.005084507,0.07564793,0.005084507,0.013651146,0.08297104,0.033619694,0.005084507,0.005084507,0.0059951185,0.006844371,0.005084507,0.038036805,0.0065062335,0.005084507,0.005084507,0.02891522,0.016481169,0.005084507,0.005084507,0.09432916,0.040591024,0.009657826,0.005084507,0.0060337842,0.005084507,0.005084507,0.023855997,0.0133743305,0.005084507,0.005084507,0.023258608,0.005395049,0.01639175,0.005084507,0.030476503,0.005084507,0.024208209,0.03017438,0.005084507
2,0.00986908,0.06049335,0.06050213,0.012072971,0.02693984,0.013538254,0.024485804,0.06464312,0.00986908,0.0366624,0.047006816,0.0200339,0.00986908,0.012876751,0.029526863,0.026738109,0.023204558,0.052894965,0.00986908,0.00986908,0.00986908,0.06407928,0.018106319,0.011423269,0.00986908,0.030462766,0.036419984,0.00986908,0.020745516,0.012508317,0.00986908,0.00986908,0.019575784,0.024389176,0.00986908,0.00986908,0.021754427,0.01095514,0.016626865,0.00986908,0.011302085,0.011130531,0.013266826,0.027466688,0.00986908
3,0.051005125,0.015498696,0.005546518,0.45312837,0.004534016,0.004534016,0.004534016,0.009307908,0.018654043,0.004534016,0.009760136,0.038803104,0.0056500537,0.012246995,0.004534016,0.004534016,0.004534016,0.0053815767,0.013950861,0.009478053,0.016585134,0.004534016,0.004534016,0.004534016,0.0049189483,0.018740436,0.004534016,0.024960164,0.004534016,0.010104658,0.020095304,0.020973666,0.01415376,0.087324284,0.004534016,0.02021156,0.009457581,0.004534016,0.004534016,0.009263785,0.004534016,0.005904626,0.006199922,0.004534016,0.0056164283
4,0.008873252,0.028664228,0.024221504,0.008873252,0.05550594,0.008873252,0.043120194,0.016644688,0.008873252,0.013555726,0.05486935,0.024824211,0.014102553,0.02668319,0.031033155,0.039292406,0.034715224,0.014449077,0.008873252,0.011705938,0.008873252,0.024882013,0.037446685,0.020218674,0.008873252,0.065325946,0.019740922,0.022834282,0.0121125225,0.018322948,0.014659733,0.011973137,0.018064331,0.026627721,0.023577396,0.013356818,0.027541121,0.027062505,0.014364705,0.008873252,0.026900541,0.008873252,0.019010039,0.022595456,0.02013582
5,0.011210974,0.0161774,0.015379043,0.011210974,0.011210974,0.13473292,0.059853833,0.03035101,0.011210974,0.025821116,0.011210974,0.011210974,0.011210974,0.017077567,0.018757058,0.023798902,0.011210974,0.045781042,0.011210974,0.011210974,0.011210974,0.080189794,0.011210974,0.011210974,0.011210974,0.019441644,0.014840735,0.011210974,0.1086522,0.011210974,0.011210974,0.011210974,0.011210974,0.011210974,0.011210974,0.011210974,0.011210974,0.024338856,0.034513056,0.011210974,0.016386556,0.011210974,0.011210974,0.011210974,0.011210974
6,0.003340751,0.003340751,0.008288611,0.003340751,0.016234612,0.017835805,0.33248812,0.0077433023,0.003340751,0.020777585,0.0070930477,0.003340751,0.003340751,0.027222775,0.04914105,0.04258455,0.022925308,0.013877066,0.003340751,0.003340751,0.003340751,0.034002654,0.019893887,0.02509507,0.003340751,0.007161007,0.005083094,0.0048087225,0.14364363,0.003340751,0.003340751,0.004101391,0.003340751,0.0035694093,0.064613886,0.003340751,0.003340751,0.028950524,0.015816592,0.003340751,0.006753681,0.003340751,0.003340751,0.004353314,0.0058078268
7,0.0065021943,0.09674046,0.042589795,0.013348392,0.012196993,0.017603122,0.015071,0.1569363,0.0065021943,0.05548663,0.04247036,0.015176215,0.0065021943,0.0065021943,0.014893297,0.011794319,0.0065021943,0.09728938,0.0065021943,0.0065021943,0.0065021943,0.056552216,0.016642712,0.006798591,0.0065021943,0.024400886,0.04349077,0.007202069,0.017627742,0.008220122,0.0065021943,0.0065021943,0.0069596074,0.007900426,0.0065021943,0.0065021943,0.007616141,0.007707446,0.038192175,0.0065021943,0.017623,0.0102506075,0.011084496,0.022601824,0.0065021943
8,0.051454224,0.0006437737,0.0006437737,0.0026486416,0.0006437737,0.0006437737,0.0006437737,0.0006437737,0.64715964,0.0006437737,0.0006437737,0.0008693328,0.035950772,0.0065809167,0.0006437737,0.0006513262,0.0006437737,0.0006437737,0.016532114,0.007157852,0.045304406,0.0006437737,0.0006437737,0.0006437737,0.021144984,0.0006437737,0.0006437737,0.0022507033,0.0006437737,0.0006437737,0.010328058,0.018876795,0.009048839,0.004373288,0.0006437737,0.09466182,0.00081715535,0.0006437737,0.0006437737,0.0051695234,0.0006437737,0.0006437737,0.0007395761,0.0006437737,0.0028294749
9,0.0073202304,0.019653734,0.027193744,0.0073202304,0.011183167,0.016859958,0.04552771,0.062467374,0.0073202304,0.15459068,0.012005684,0.0073202304,0.0073202304,0.0073202304,0.049299907,0.01768256,0.011580529,0.04882412,0.0073202304,0.0073202304,0.0073202304,0.023215398,0.05075474,0.021981562,0.0073202304,0.0073202304,0.02039671,0.0073202304,0.110434465,0.0074840607,0.0073202304,0.0073202304,0.0073202304,0.0073202304,0.020054111,0.0073202304,0.0073202304,0.016561383,0.038427714,0.0073202304,0.015060273,0.032263264,0.009001132,0.011091434,0.0073202304
