StationNum,MAE
0,0.035174036677509825
1,0.02679514194132535
2,0.04086802939400699
3,0.0339830866957968
4,0.03644356217104935
5,0.038295657321845596
6,0.024320200734760797
7,0.03152706133301029
8,0.034674260521017235
9,0.02491550121379059
10,0.03442828653863183
11,0.03309433280437651
12,0.038273624457209686
13,0.040881947531430436
14,0.02663307797465448
15,0.03802732722477447
16,0.027519141890163166
17,0.02825331722003721
18,0.03168139844529382
19,0.03114054898841714
20,0.02927575805396945
21,0.03412986019915096
22,0.030929479384123913
23,0.03377338757891607
24,0.030710321420096363
25,0.02910523881432993
26,0.03452531839400609
27,0.025624453428242693
28,0.023953218675246194
29,0.024322478314440912
30,0.030166766667298103
31,0.03798722356726902
32,0.03470453782208752
33,0.047432535771836974
34,0.029449552635135004
35,0.03409925763281862
36,0.03339482123512846
37,0.048185712816311205
38,0.031398724878679146
39,0.04032717212048345
40,0.03447154106262967
41,0.039483130066119226
42,0.03596930208247903
43,0.03182442042420174
44,0.032199632579981555
Average,0.03320829748231295
