0.522272,0.000000,0.548694,0.630972,0.000000,0.000000,0.000000,0.233584,0.672921,0.729416,0.000000,0.593145,0.012176,0.183727,0.181649,0.347842,0.597707,0.000000,0.043401,0.010995,0.000000,0.000000,0.000000,0.356222,0.145962,0.434686,0.000000,0.648003,0.527762,0.527349,0.000000,0.000000,0.000000,0.000000,0.063442,0.504964,0.000000,0.000000,0.498485,0.000000,0.010433,0.000000,0.000000,0.274190,0.000000
0.000000,0.126348,0.000000,0.000000,0.054335,0.029856,0.032796,0.031238,0.000000,0.000000,0.009365,0.000000,0.009152,0.000000,0.000000,0.000000,0.000000,0.077699,0.033350,0.022790,0.014364,0.019842,0.031139,0.000000,0.000000,0.000000,0.096778,0.000000,0.000000,0.000000,0.105891,0.008454,0.064949,0.008405,0.000000,0.000000,0.089270,0.163829,0.000000,0.107059,0.050776,0.115375,0.030912,0.000000,0.028624
0.097113,0.000000,0.046126,0.046244,0.000000,0.000000,0.000000,0.052423,0.075440,0.083513,0.000000,0.082657,0.082504,0.116086,0.117459,0.078276,0.092096,0.000000,0.111784,0.000000,0.000000,0.000000,0.000000,0.058873,0.110773,0.105745,0.000000,0.095789,0.107319,0.107261,0.000000,0.000000,0.038305,0.000000,0.000000,0.090134,0.000000,0.000000,0.102965,0.020109,0.053330,0.000000,0.000000,0.101437,0.000000
0.103481,0.000000,0.043625,0.043464,0.000000,0.000000,0.000000,0.052158,0.077529,0.086784,0.000000,0.086279,0.088222,0.126955,0.128571,0.082040,0.097324,0.000000,0.122426,0.000000,0.000000,0.000000,0.000000,0.059269,0.120865,0.113918,0.000000,0.101469,0.115422,0.115355,0.000000,0.000000,0.036233,0.000000,0.000000,0.095364,0.000000,0.000000,0.110426,0.015652,0.054112,0.000000,0.000000,0.109456,0.000000
0.000000,0.000000,0.000000,0.000000,0.019512,0.046982,0.092959,0.105678,0.000000,0.000000,0.061524,0.000000,0.014603,0.000000,0.000000,0.000000,0.000000,0.132914,0.003030,0.010788,0.088025,0.087914,0.000000,0.000000,0.035805,0.000000,0.055966,0.000000,0.000000,0.000000,0.146247,0.077824,0.062754,0.092571,0.001451,0.000000,0.110923,0.000000,0.000000,0.012333,0.028791,0.118395,0.092552,0.082661,0.063243
0.000000,0.000000,0.000000,0.000000,0.105038,0.158253,0.240679,0.000000,0.000000,0.000000,0.178377,0.000000,0.015780,0.067087,0.000000,0.000000,0.000000,0.362862,0.028335,0.062115,0.235423,0.233498,0.256199,0.000000,0.046365,0.000000,0.198625,0.000000,0.000000,0.000000,0.400975,0.214685,0.073548,0.252450,0.026813,0.000000,0.317799,0.000000,0.000000,0.050808,0.002821,0.342317,0.259305,0.000000,0.176273
0.000000,0.000000,0.000000,0.000000,0.304138,0.415146,0.577058,0.000000,0.000000,0.000000,0.444977,0.000000,0.082983,0.129779,0.123361,0.000000,0.000000,0.899514,0.094283,0.175330,0.572586,0.565990,0.612998,0.000000,0.078454,0.569435,0.534021,0.000000,0.000000,0.000000,0.997554,0.527855,0.000000,0.620511,0.084196,0.000000,0.801801,0.000000,0.000000,0.000000,0.057586,0.000000,0.645213,0.311844,0.432386
0.129259,0.000000,0.122101,0.134153,0.022756,0.000000,0.000000,0.077401,0.146596,0.000000,0.000000,0.136495,0.051539,0.083874,0.083867,0.099691,0.139201,0.000000,0.062432,0.053539,0.000000,0.000000,0.000000,0.096722,0.077205,0.118322,0.000000,0.000000,0.132268,0.132195,0.000000,0.000000,0.049452,0.000000,0.000000,0.125221,0.000000,0.000000,0.127047,0.015724,0.041928,0.000000,0.000000,0.093931,0.000000
0.350656,0.000000,0.328853,0.375410,0.000000,0.000000,0.000000,0.155416,0.420132,0.457855,0.000000,0.380273,0.052030,0.173111,0.172926,0.238569,0.389648,0.000000,0.090756,0.000000,0.000000,0.000000,0.000000,0.229327,0.147955,0.307405,0.000000,0.420715,0.361108,0.360832,0.000000,0.000000,0.049044,0.000000,0.109828,0.335853,0.000000,0.000000,0.341436,0.000000,0.018247,0.000000,0.000000,0.213654,0.000000
0.421933,0.000000,0.405719,0.464935,0.000000,0.000000,0.000000,0.183592,0.515244,0.561421,0.000000,0.462890,0.045230,0.191714,0.191168,0.283561,0.472686,0.000000,0.087888,0.000000,0.000000,0.000000,0.000000,0.276187,0.160903,0.364944,0.000000,0.511385,0.432925,0.432588,0.000000,0.000000,0.051425,0.000000,0.109724,0.404675,0.000000,0.000000,0.408877,0.000000,0.008837,0.000000,0.000000,0.246617,0.000000
