0.833022,0.000000,0.734763,0.778178,0.000000,0.000000,0.000000,0.583341,0.864378,0.911759,0.000000,0.838406,0.533359,0.697179,0.699107,0.700114,0.861553,0.000000,0.614121,0.576010,0.000000,0.000000,0.000000,0.661845,0.665688,0.806065,0.000000,0.896053,0.858342,0.857996,0.000000,0.000000,0.000000,0.000000,0.648298,0.808596,0.000000,0.000000,0.833411,0.000000,0.457351,0.000000,0.000000,0.712414,0.000000
0.000000,0.826395,0.000000,0.000000,0.804542,0.810385,0.820992,0.783046,0.000000,0.000000,0.814480,0.000000,0.800167,0.000000,0.000000,0.000000,0.000000,0.823920,0.803856,0.805923,0.819407,0.819596,0.822143,0.000000,0.000000,0.000000,0.809439,0.000000,0.000000,0.000000,0.825228,0.817359,0.789433,0.819352,0.000000,0.000000,0.819548,0.798212,0.000000,0.796839,0.796044,0.819888,0.818490,0.000000,0.815521
0.662311,0.000000,0.566585,0.596168,0.000000,0.000000,0.000000,0.467213,0.671334,0.708126,0.000000,0.657771,0.450296,0.580720,0.582810,0.561267,0.678862,0.000000,0.521812,0.000000,0.000000,0.000000,0.000000,0.524242,0.556297,0.648881,0.000000,0.704412,0.685315,0.685047,0.000000,0.000000,0.377362,0.000000,0.000000,0.641746,0.000000,0.000000,0.665895,0.267157,0.382071,0.000000,0.000000,0.582768,0.000000
0.652861,0.000000,0.551305,0.583088,0.000000,0.000000,0.000000,0.444366,0.663109,0.702437,0.000000,0.648352,0.425421,0.564707,0.566916,0.544768,0.670773,0.000000,0.501518,0.000000,0.000000,0.000000,0.000000,0.505481,0.538599,0.638210,0.000000,0.698132,0.677318,0.677031,0.000000,0.000000,0.348182,0.000000,0.000000,0.630942,0.000000,0.000000,0.656563,0.230230,0.352858,0.000000,0.000000,0.567281,0.000000
0.000000,0.000000,0.000000,0.000000,0.629952,0.643685,0.686747,0.692058,0.000000,0.000000,0.675274,0.000000,0.682888,0.000000,0.000000,0.000000,0.000000,0.571433,0.718480,0.704208,0.671283,0.676392,0.000000,0.000000,0.735950,0.000000,0.578793,0.000000,0.000000,0.000000,0.540991,0.669129,0.646880,0.648720,0.733108,0.000000,0.567871,0.000000,0.000000,0.591487,0.648958,0.541267,0.627886,0.749533,0.692548
0.000000,0.000000,0.000000,0.000000,0.662655,0.674243,0.715725,0.000000,0.000000,0.000000,0.707133,0.000000,0.725269,0.800860,0.000000,0.000000,0.000000,0.583735,0.762944,0.745470,0.699344,0.704980,0.710736,0.000000,0.786366,0.000000,0.601697,0.000000,0.000000,0.000000,0.548533,0.698282,0.691826,0.673938,0.778835,0.000000,0.582635,0.000000,0.000000,0.624419,0.689758,0.552408,0.651019,0.000000,0.725918
0.000000,0.000000,0.000000,0.000000,0.716197,0.723875,0.765447,0.000000,0.000000,0.000000,0.762730,0.000000,0.806792,0.912920,0.913674,0.000000,0.000000,0.583069,0.852668,0.826229,0.745474,0.752832,0.757132,0.000000,0.891942,1.000000,0.627126,0.000000,0.000000,0.000000,0.533708,0.746837,0.000000,0.711214,0.872908,0.000000,0.587554,0.000000,0.000000,0.000000,0.764434,0.000000,0.681417,0.931790,0.786694
0.720694,0.000000,0.646716,0.669793,0.473479,0.000000,0.000000,0.569107,0.728030,0.000000,0.000000,0.717350,0.555497,0.656783,0.658394,0.642125,0.733674,0.000000,0.610887,0.588805,0.000000,0.000000,0.000000,0.613509,0.637803,0.710098,0.000000,0.000000,0.738499,0.738291,0.000000,0.000000,0.499207,0.000000,0.000000,0.704746,0.000000,0.000000,0.723409,0.413484,0.502675,0.000000,0.000000,0.658582,0.000000
0.743783,0.000000,0.636739,0.677947,0.000000,0.000000,0.000000,0.494837,0.767634,0.814765,0.000000,0.744962,0.455606,0.620101,0.622303,0.612611,0.769480,0.000000,0.540157,0.000000,0.000000,0.000000,0.000000,0.571044,0.588791,0.720562,0.000000,0.803204,0.770571,0.770227,0.000000,0.000000,0.376829,0.000000,0.575496,0.718721,0.000000,0.000000,0.745743,0.000000,0.375590,0.000000,0.000000,0.630571,0.000000
0.763554,0.000000,0.651816,0.696812,0.000000,0.000000,0.000000,0.496188,0.791805,0.842463,0.000000,0.766310,0.450283,0.626539,0.628804,0.622198,0.792130,0.000000,0.539659,0.000000,0.000000,0.000000,0.000000,0.578769,0.592881,0.737315,0.000000,0.828590,0.791776,0.791406,0.000000,0.000000,0.368731,0.000000,0.577164,0.736890,0.000000,0.000000,0.765101,0.000000,0.365851,0.000000,0.000000,0.639462,0.000000
0.000000,0.000000,0.000000,0.000000,0.678520,0.688586,0.732543,0.000000,0.000000,0.000000,0.726753,0.000000,0.760530,0.857714,0.858595,0.000000,0.000000,0.564499,0.805020,0.781482,0.713184,0.720118,0.725392,0.000000,0.838726,0.000000,0.598188,0.000000,0.000000,0.000000,0.519277,0.713424,0.726770,0.681314,0.824285,0.000000,0.566476,0.000000,0.000000,0.000000,0.719093,0.000000,0.653187,0.871530,0.749549
0.777041,0.000000,0.675017,0.716180,0.000000,0.000000,0.000000,0.532622,0.802969,0.849281,0.000000,0.779618,0.490513,0.651625,0.653692,0.647799,0.803202,0.000000,0.572162,0.000000,0.000000,0.000000,0.000000,0.608144,0.620854,0.753004,0.000000,0.836542,0.802820,0.802482,0.000000,0.000000,0.416077,0.000000,0.606431,0.752675,0.000000,0.000000,0.778434,0.000000,0.413385,0.000000,0.000000,0.663503,0.000000
