0,0.0018790176836773753
1,0.006251676473766565
2,0.0010083768283948302
3,0.0037404701579362154
4,0.00304973847232759
5,0.0038387407548725605
6,0.005934561137109995
7,0.0040837679989635944
8,0.003062680596485734
9,0.003449391108006239
10,0.001759464736096561
11,0.0023117668461054564
12,0.0032046025153249502
13,0.001869391300715506
14,0.002999168587848544
15,0.002455418696627021
16,0.003346828045323491
17,0.004719840362668037
18,0.001633153879083693
19,0.002630365313962102
20,0.0034313302021473646
21,0.0011453272309154272
22,0.0020293102134019136
23,0.003915545996278524
24,0.0018573510460555553
25,0.0014637181302532554
26,0.002439273754134774
27,0.0032667352352291346
28,0.006526588462293148
29,0.0035002047661691904
30,0.003058054018765688
31,0.0017044437117874622
32,0.002698102267459035
33,0.0011896713403984904
34,0.0018190867267549038
35,0.002274962840601802
36,0.005082871299237013
37,0.0017537850653752685
38,0.003573283087462187
39,0.003411927493289113
40,0.0027460227720439434
41,0.0025978011544793844
42,0.001488301670178771
43,0.0031486516818404198
44,0.006604882422834635
