Station,TCN,AGCRN,CLCRN,GWN,TCN-AGCRN,TCN-CLCRN,TCN-GWN
0,0.0523619412586717,0.0013062274,0.0013998009962961,0.0029455485557984,0.0510557138586717,0.050962140262375596,0.0494163927028733
1,0.0539526079121559,0.0013663052,0.0013946422841399,0.0022349219638726,0.0525863027121559,0.052557965628016,0.0517176859482833
2,0.0499373470143671,0.0014497606,0.0015488110948354,0.0033544398250364,0.048487586414367095,0.0483885359195317,0.0465829071893307
3,0.0540952785816655,0.0014829728,0.0017077133525162,0.0030069833334295,0.052612305781665494,0.052387565229149294,0.051088295248236
4,0.049711666351908,0.0013582972,0.0013740335125476,0.0028918936249747,0.048353369151908,0.0483376328393604,0.0468197727269333
5,0.0560865889579455,0.0017172294,0.0017846365226432,0.0035145892894856,0.0543693595579455,0.0543019524353023,0.0525719996684599
6,0.0470516182342436,0.0008875577,0.0009578316821716,0.0016105552257472,0.0461640605342436,0.046093786552072,0.0454410630084964
7,0.0475499515973057,0.0012470301,0.0012940950691699,0.0022011140982337,0.0463029214973057,0.0462558565281358,0.045348837499071995
8,0.0600287834093675,0.0012958371,0.001360715017654,0.00343952907044,0.0587329463093675,0.0586680683917135,0.0565892543389275
9,0.0499148231119979,0.00079478713,0.0008227083017118,0.0018946708658008,0.0491200359819979,0.0490921148102861,0.0480201522461971
10,0.0556152575151239,0.0013020003,0.0014179524732753,0.0030826768633028,0.0543132572151239,0.0541973050418486,0.052532580651821106
11,0.0599179021860771,0.0013440144,0.0014561297139152,0.0033534276806662,0.0585738877860771,0.0584617724721619,0.0565644745054109
12,0.0510587265097414,0.0012184621,0.0015236063627526,0.0030876103614679,0.0498402644097414,0.0495351201469888,0.0479711161482735
13,0.0877681838946215,0.002357304,0.0022924868389964,0.0041600045079749,0.0854108798946215,0.0854756970556251,0.08360817938664661
14,0.0603299297702114,0.0011044223,0.0010625725844874,0.0021704774352485,0.0592255074702114,0.059267357185724,0.0581594523349629
15,0.0607958899747642,0.0017995924,0.001924978219904,0.0037240478248448,0.0589962975747642,0.0588709117548602,0.0570718421499194
16,0.0573790297605812,0.0010005761,0.0010192211484536,0.0026326497790047,0.0563784536605812,0.0563598086121276,0.0547463799815765
17,0.0557660845306626,0.0014475227,0.0014129095943644,0.0024047738531167,0.054318561830662596,0.054353174936298196,0.053361310677545896
18,0.0590579184861406,0.0014254302,0.0014971726341173,0.0025673832990298,0.0576324882861406,0.0575607458520233,0.0564905351871108
19,0.0510498322466034,0.0011486965,0.0012050158111378,0.0025058277690093,0.0499011357466034,0.0498448164354656,0.0485440044775941
20,0.0518867262057612,0.0012079236,0.0012925543123856,0.002301042900262,0.0506788026057612,0.0505941718933756,0.0495856833054992
21,0.054353027791357,0.0012903395,0.0014423270476981,0.0025974035254084,0.053062688291357,0.052910700743658896,0.0517556242659486
22,0.0633515799618701,0.0010901629,0.0011417027562856,0.0029594717292059,0.062261417061870106,0.062209877205584505,0.0603921082326642
23,0.053218974244932,0.0013520345,0.0015292015159502,0.0026563235429843,0.051866939744932,0.0516897727289818,0.0505626507019477
24,0.0509972374621194,0.0011787956,0.0013240708503872,0.0024241756989683,0.0498184418621194,0.0496731666117322,0.0485730617631511
25,0.0565202603331834,0.0011098492,0.0011831686133518,0.0024992144513129,0.0554104111331834,0.0553370917198316,0.0540210458818705
26,0.0539066818940166,0.0012496596,0.0012965315254405,0.0025692829203641,0.0526570222940166,0.0526101503685761,0.0513373989736525
27,0.0538720207674214,0.00096685864,0.0010168803855776,0.0019572090409764,0.0529051621274214,0.052855140381843795,0.051914811726445
28,0.0475697608045267,0.00076341553,0.0007981931557878,0.0016226209460638,0.0468063452745267,0.046771567648738896,0.045947139858462896
29,0.0486501738243872,0.0007018124,0.0007282366859726,0.0016875919325379,0.0479483614243872,0.047921937138414604,0.0469625818918493
30,0.0612773786236475,0.0015799984,0.0015473907114937,0.0028177056027344,0.059697380223647505,0.0597299879121538,0.0584596730209131
31,0.0564241061298332,0.0014705593,0.0015842326683923,0.0028434287449647,0.0549535468298332,0.054839873461440904,0.0535806773848685
32,0.0502075560483237,0.0013903714,0.0014454058837145,0.0026645930366529,0.0488171846483237,0.0487621501646092,0.0475429630116708
33,0.0581752324283669,0.0018439213,0.0019117855699732,0.0045312324179664,0.056331311128366895,0.0562634468583937,0.0536440000104005
34,0.0546447737180042,0.0013395405,0.0013130150036886,0.0023484112617508,0.0533052332180042,0.0533317587143156,0.052296362456253395
35,0.0537816715286999,0.0014116536,0.0014454188058152,0.0030008421019463,0.0523700179286999,0.052336252722884696,0.0507808294267536
36,0.0625524677835372,0.0015640348,0.0017013342585414,0.0036346920357578,0.06098843298353719,0.06085113352499579,0.05891777574777939
37,0.0478962447978372,0.0017166277,0.001922532916069,0.0041916456808826,0.046179617097837196,0.045973711881768194,0.043704599116954596
38,0.0578750701326408,0.0013719905,0.0014631779631599,0.002795137356768,0.0565030796326408,0.0564118921694809,0.0550799327758728
39,0.0501966054944152,0.0015131811,0.0015628482215106,0.0030887996958636,0.048683424394415205,0.0486337572729046,0.0471078057985516
