Station,TCN,AGCRN,CLCRN,GWN,TCN-AGCRN,TCN-CLCRN,TCN-GWN
0,6.673434330597387,4.223713651299477,4.59280252456665,7.09412011471681,2.4497206792979105,2.0806318060307367,-0.4206857841194225
1,9.250623394096346,3.3492445945739746,3.95883846282959,5.378021688135895,5.901378799522371,5.291784931266756,3.8726017059604505
2,6.961870760287661,5.427280440926552,5.895772457122803,10.385643076072594,1.5345903193611088,1.0660983031648579,-3.423772315784933
3,6.088548370307964,5.774550884962082,6.268064975738525,8.528373745870548,0.31399748534588223,-0.17951660543056125,-2.4398253755625836
4,6.887416567156524,4.171057417988777,4.581586837768555,7.857206689709133,2.7163591491677472,2.3058297293879697,-0.9697901225526087
5,8.642310156656944,4.799514636397362,5.267693996429443,8.690319676565359,3.842795520259582,3.3746161602275,-0.0480095199084154
6,8.407752132796393,3.5580918192863464,3.958031415939331,5.045493091390408,4.8496603135100464,4.449720716857062,3.362259041405985
7,6.627723679823157,4.239653795957565,4.602460861206055,6.85883115554334,2.388069883865592,2.0252628186171027,-0.23110747572018298
8,7.0693423334868974,4.388975724577904,4.588339328765869,7.585554178604645,2.6803666089089937,2.4810030047210283,-0.5162118451177475
9,6.066144828916235,3.151435032486916,3.310817241668701,4.940004188811268,2.9147097964293187,2.7553275872475336,1.1261406401049667
10,10.398509861874716,4.842914640903473,5.495428085327148,8.41017471349546,5.555595220971243,4.903081776547568,1.9883351483792566
11,7.610688490524831,3.8263946771621695,4.268445014953613,6.651827134665073,3.7842938133626616,3.342243475571218,0.9588613558597583
12,7.562160440093044,4.603482410311699,5.487792015075684,8.868942649146216,2.9586780297813453,2.0743684250173606,-1.3067822090531722
13,14.90493955696907,5.868828296661377,6.47426700592041,8.71135356343366,9.036111260307694,8.43067255104866,6.193585993535411
14,9.66839780509252,3.636203706264496,3.9515130519866943,5.604737062405866,6.032194098828024,5.716884753105825,4.063660742686653
15,8.078165135184879,5.12859933078289,5.618791580200195,8.278957682525846,2.9495658044019883,2.4593735549846834,-0.20079254734096708
16,7.327445401407259,3.472516313195229,3.797161102294922,5.865439132300324,3.8549290882120304,3.5302842991123375,1.4620062691069355
17,9.247623490919745,3.7713855504989615,4.193717002868652,5.804520695963077,5.476237940420783,5.053906488051092,3.443102794956668
18,8.191329852998338,3.972165286540985,4.587686061859131,6.3839446990229085,4.219164566457353,3.6036437911392074,1.8073851539754298
19,8.128134013567074,3.741598501801491,4.179957866668701,6.535812180145944,4.386535511765583,3.9481761468983727,1.5923218334211295
20,8.403179808118042,3.6515969783067694,4.341929912567139,5.8869930056741975,4.751582829811272,4.061249895550903,2.516186802443844
21,8.293656468948424,4.1676487773656845,4.7573442459106445,7.09465734124801,4.126007691582739,3.536312223037779,1.1989991277004135
22,9.061358960029793,3.309788554906845,3.6619834899902335,6.134764092791115,5.751570405122948,5.399375470039559,2.926594867238678
23,7.251873530320103,5.056823790073395,5.710262775421143,8.116197320572427,2.1950497402467084,1.5416107548989606,-0.8643237902523238
24,7.363505259447164,3.4889988601207733,4.07633113861084,6.1310110020771065,3.874506399326391,3.2871741208363243,1.2324942573700577
25,8.692774626714796,3.6296766251325607,4.0659003257751465,5.7281394173581655,5.063098001582235,4.626874300939649,2.96463520935663
26,7.223724637702904,3.591986373066902,4.095523834228516,6.983253017712592,3.6317382646360015,3.128200803474388,0.24047161999031186
27,7.185731253113396,3.5857804119586945,3.6564228534698486,5.162952701496959,3.599950841154701,3.529308399643547,2.0227785516164367
28,7.700460322075948,3.2626133412122726,3.5344064235687256,4.926672449247586,4.437846980863675,4.166053898507222,2.773787872828362
29,8.314106410424058,3.034692071378231,3.3524370193481445,4.884824275010103,5.279414339045827,4.9616693910759135,3.4292821354139553
30,10.221010871883086,3.8610823452472687,4.382623672485352,6.308282377853377,6.359928526635818,5.838387199397735,3.912728494029709
31,9.520122703579776,4.295066744089127,5.095918655395508,7.79066670170669,5.22505595949065,4.424204048184269,1.7294560018730865
32,6.478803925581332,3.9111346006393433,4.484649181365967,6.941586484088575,2.5676693249419884,1.9941547442153649,-0.4627825585072429
33,9.491108706742107,4.92742694914341,5.788692951202393,10.326478560204542,4.563681757598697,3.7024157555397146,-0.835369853462435
34,10.774154902467483,4.036197066307068,4.308821201324463,6.197663555778843,6.737957836160415,6.46533370114302,4.57649134668864
35,6.806962632651639,4.7944724559783936,4.959020614624023,7.557258073154973,2.0124901766732455,1.8479420180276156,-0.7502954405033337
36,8.191666702682191,3.7984374910593033,4.167490482330322,7.004244258667355,4.393229211622888,4.024176220351869,1.1874224440148362
37,5.84974541413944,4.728522151708603,5.452651023864746,9.515499975051306,1.1212232624308367,0.3970943902746935,-3.665754560911866
38,9.368695054910416,4.221393167972565,4.598289012908936,6.436414334964249,5.147301886937852,4.77040604200148,2.932280719946167
39,7.107367864783622,4.261653497815132,4.8325629234313965,7.73507754350441,2.8457143669684895,2.274804941352225,-0.6277096787207883
40,5.493630713221947,3.614025935530663,4.313323497772217,6.899649950740623,1.8796047776912839,1.18030721544973,-1.4060192375186764
41,8.372550641328804,3.185905516147613,3.557574987411499,6.618993575325059,5.18664512518119,4.814975653917305,1.7535570660037445
42,8.853893048912596,3.7051741033792496,4.300322532653809,7.116269135208762,5.148718945533346,4.553570516258787,1.7376239137038336
43,8.30043266550992,4.106810688972473,4.564277172088623,6.836717903136881,4.193621976537447,3.736155493421297,1.4637147623730389
44,7.129871470749006,3.60712893307209,4.114509582519531,6.617280926961584,3.5227425376769155,3.0153618882294744,0.5125905437874216
