StationNum,SMAPE
0,63.68333075520278
1,53.244952897539164
2,38.15123716685151
3,82.43353898185288
4,48.45206195838146
5,43.4694733944782
6,40.71985693668954
7,42.10262339929179
8,58.38056897909652
9,36.78948214812365
10,93.3470658689419
11,52.99794168647932
12,60.782227812895954
13,106.27198596804264
14,44.484158859729966
15,60.05410660907462
16,33.93363770992736
17,34.590883682194644
18,84.7407197962445
19,68.49201929581203
20,69.69920537089834
21,89.31995533256317
22,74.7336570665697
23,56.170930029624444
24,60.492925279449125
25,113.8058926281587
26,48.62429988043246
27,43.20728507582
28,40.58572133503893
29,46.883645317806824
30,55.59998010105021
31,102.11236078213042
32,70.40124378526662
33,107.71201737296661
34,93.53143605325559
35,63.511127498992
36,43.812404318031625
37,69.41403646299223
38,61.32425816665912
39,47.00016247537738
40,68.92859857270162
41,71.02771304390872
42,79.55893490240918
43,68.35292546937299
44,56.83785431500073
Average,63.32823210096284
