StationNum,RMSE
0,0.05159039168264355
1,0.10149356599311202
2,0.03894881581278593
3,0.07108820380974107
4,0.06286910502179438
5,0.07086328396409156
6,0.08086014735693077
7,0.07246047424249273
8,0.061589435383921684
9,0.06575037217280279
10,0.04820557753965134
11,0.05463546987256588
12,0.06550985508168432
13,0.03935603724689204
14,0.061748129091539254
15,0.054714241120970356
16,0.06245900157943681
17,0.08428561534848478
18,0.04263709421992078
19,0.05653437147674335
20,0.06340990553453492
21,0.037570589077882674
22,0.045995652312205995
23,0.0731007600264216
24,0.05540704170686709
25,0.04191380871180444
26,0.05638773832767376
27,0.06311895937217406
28,0.08542543235712217
29,0.06465793824664577
30,0.058945486019584735
31,0.044434618764026365
32,0.05640312794033954
33,0.04334462169504393
34,0.05152588680599263
35,0.05681523601735034
36,0.07645815204377182
37,0.04850725462424955
38,0.06418204913414223
39,0.06382286462360613
40,0.05811898967379236
41,0.06102194275183132
42,0.05038672546625841
43,0.06219154412793498
44,0.0853155594264713
Average,0.0618812220798967
