StationNum,MSE
0,0.0026615685139685773
1,0.010300943937998184
2,0.0015170102532183229
3,0.005053532720895285
4,0.003952524366241412
5,0.005021605014175476
6,0.006538363430584559
7,0.005250520327446952
8,0.0037932585509102648
9,0.00432311144086208
10,0.0023237777059313372
11,0.0029850345681960537
12,0.0042915411128232805
13,0.0015488976677787536
14,0.0038128314463053963
15,0.0029936481814436832
16,0.00390112687830009
17,0.007104064954672733
18,0.0018179218035184023
19,0.003196135158270412
20,0.004020816119898642
21,0.0014115491636591166
22,0.0021156000316253404
23,0.005343721116440478
24,0.003069940270706509
25,0.0017567673607297336
26,0.003179577033710209
27,0.00398400303222616
28,0.007297504493401256
29,0.004180648978307058
30,0.0034745703220850593
31,0.0019744353447043637
32,0.003181312841454311
33,0.0018787562298864732
34,0.0026549170111439652
35,0.0032279710437072237
36,0.005845849013948529
37,0.002352953751181779
38,0.004119335431057447
39,0.004073358048763155
40,0.0033778169607023827
41,0.0037236774972077796
42,0.0025388221032120934
43,0.003867788161016884
44,0.007278744680251755
Average,0.0038292856461014948
