StationNum,MSE
0,0.0022880264066885824
1,0.007466812144536534
2,0.001402859281654712
3,0.0037450332799387914
4,0.002982708589771586
5,0.004036595663343377
6,0.004661443583834052
7,0.004495691567040247
8,0.0030683288919746477
9,0.003397816536954555
10,0.0019413562762065429
11,0.0023078969354167994
12,0.003028337172981248
13,0.001409961173380313
14,0.0029463052128217548
15,0.002287287448547318
16,0.003264025109060343
17,0.004705215387124027
18,0.0017194358322486425
19,0.0026565423858616005
20,0.0030276344280432475
21,0.0014273074439196867
22,0.0016510846529449999
23,0.004075822567039872
24,0.0024888999191383806
25,0.0019028787634553935
26,0.0026999807442629905
27,0.00291507159869139
28,0.0052214937690354575
29,0.002859284111540829
30,0.0023764166463200263
31,0.001963146060541615
32,0.0027972178563567106
33,0.001732697694205072
34,0.0018249695914846285
35,0.0024460277529689462
36,0.004493917932971848
37,0.002431864924125614
38,0.0029614376631361817
39,0.003209752427055528
40,0.0027579811844244315
41,0.0032963025891114156
42,0.0018901003134155717
43,0.0029259271273089672
44,0.004853557308639472
Average,0.002978721198878294
