StationNum,MAE
0,0.03706868476733584
1,0.06170815172960148
2,0.027086181892462327
3,0.046477180588447464
4,0.0409306816085667
5,0.048520920125240806
6,0.051554755500089366
7,0.05062040368767947
8,0.04095898209407574
9,0.043467247518068304
10,0.035160161160543546
11,0.03567595275902014
12,0.041123499283938776
13,0.02836737565964748
14,0.039550767998944254
15,0.03608349927631264
16,0.04293380889598316
17,0.0513766603443255
18,0.032727160619831074
19,0.038825211798517355
20,0.04017596442111818
21,0.029554644922897288
22,0.03180175392717346
23,0.04836753079826106
24,0.037627569055663036
25,0.03440349575165038
26,0.039588155202993726
27,0.04047422179540333
28,0.05198157385692199
29,0.040011812122181904
30,0.03707541634476635
31,0.03466386735694163
32,0.040707855521768366
33,0.032487417941583094
34,0.03321745481334401
35,0.03769673578772621
36,0.05093740027360061
37,0.03843243608014333
38,0.039927257161095096
39,0.0419708426595759
40,0.04059341577776072
41,0.0452642651709119
42,0.03405345685884737
43,0.04199459862776478
44,0.04724343766364376
Average,0.04045488593783042
