StationNum,RMSE
0,0.05427290811996735
1,0.04727496127838296
2,0.05791752606108486
3,0.054835967516125454
4,0.05377632959746128
5,0.059283971606882244
6,0.04013172343355389
7,0.04691603242212409
8,0.05864749841587486
9,0.04352781714950678
10,0.05552185932858244
11,0.057908787594511416
12,0.0555662699977958
13,0.0644980969329712
14,0.046588383050375805
15,0.06102497705730713
16,0.051309353718447394
17,0.049038493585312204
18,0.05066935266045823
19,0.050058243766730105
20,0.04796918698771207
21,0.0509647282481561
22,0.054401026913156056
23,0.05153953378702903
24,0.049235918788709226
25,0.04999214389594626
26,0.05068809446373086
27,0.04424035534414757
28,0.040281769400857884
29,0.041080310764865735
30,0.05308206479343543
31,0.05332381030050986
32,0.05161969620845273
33,0.06731442949298826
34,0.04846040921980406
35,0.05477994251499706
36,0.06028840714231726
37,0.06474291992861175
38,0.05286905859544028
39,0.055576970912992664
40,0.050292941133099206
41,0.05834541752564127
42,0.05356452492409573
43,0.05219639562235516
44,0.047768989448522196
Average,0.05286944421521726
