StationNum,RMSE
0,0.04817950184560042
1,0.03972994829264231
2,0.05452358656558108
3,0.04594503081963238
4,0.0478561566344562
5,0.05044143413282493
6,0.03357613349578913
7,0.04230539638671893
8,0.047489460558677685
9,0.034734439370202916
10,0.045259711764331634
11,0.04645009219936396
12,0.05079355847151119
13,0.0554676442958791
14,0.03780174470296648
15,0.05069876305665397
16,0.03849743997887138
17,0.04030417758239659
18,0.04293401675149866
19,0.04185068208679337
20,0.03972396694530285
21,0.04599261541909556
22,0.04227974015125311
23,0.04511826670501937
24,0.0413556899224828
25,0.040945613424631426
26,0.04551041937429462
27,0.03586311204248634
28,0.033725169395114794
29,0.033891877875362096
30,0.044012248960758574
31,0.049739048853344084
32,0.046219921368257776
33,0.061673139847488456
34,0.040815932537004586
35,0.04632526488898924
36,0.044687798270250205
37,0.06398337294678179
38,0.04515162102631268
39,0.053407367936092055
40,0.04579036960737013
41,0.052354010710786054
42,0.048788987798621064
43,0.042987657188554775
44,0.043687389330496124
Average,0.04556469346851322
