StationNum,MSE
0,0.002321264398090215
1,0.0015784687913360316
2,0.0029728214919744135
3,0.0021109458570169695
4,0.002290211727821606
5,0.002544338277376116
6,0.001127356740527053
7,0.0017897465634374111
8,0.002255248864154203
9,0.0012064812783623023
10,0.002048441508990379
11,0.0021576110653294127
12,0.002579985582198826
13,0.00307665956373417
14,0.0014289719025882544
15,0.002570364575474741
16,0.0014820528849268048
17,0.0016244267305933603
18,0.0018433297944179675
19,0.0017514795911298478
20,0.0015779935498715133
21,0.0021153206730888264
22,0.0017875764272574843
23,0.0020356579904652595
24,0.0017102930889645452
25,0.0016765432587193573
26,0.0020711982716241713
27,0.001286162805371929
28,0.0011373870507291875
29,0.0011486593859184587
30,0.001937078058583794
31,0.002473972980835349
32,0.0021362811312879318
33,0.003803576178647868
34,0.0016659403488653093
35,0.0021460301670350197
36,0.0019969993142425774
37,0.004093872013646967
38,0.002038668881303761
39,0.0028523469498611138
40,0.002096757948779566
41,0.002740942437505101
42,0.0023803653304139954
43,0.001847938670560705
44,0.0019085879865143466
Average,0.002076141290879571
