StationNum,MSE
0,0.0029455485557984182
1,0.002234921963872608
2,0.003354439825036444
3,0.003006983333429566
4,0.00289189362497479
5,0.0035145892894856198
6,0.0016105552257472584
7,0.002201114098233799
8,0.0034395290704400446
9,0.0018946708658008967
10,0.003082676863302897
11,0.003353427680666239
12,0.0030876103614679417
13,0.0041600045079749496
14,0.002170477435248544
15,0.0037240478248448615
16,0.0026326497790047517
17,0.0024047738531167064
18,0.0025673832990298854
19,0.0025058277690093735
20,0.002301042900262085
21,0.0025974035254084002
22,0.0029594717292059296
23,0.0026563235429843068
24,0.00242417569896837
25,0.002499214451312997
26,0.0025692829203641035
27,0.0019572090409764463
28,0.0016226209460638904
29,0.0016875919325379434
30,0.002817705602734477
31,0.0028434287449647616
32,0.002664593036652949
33,0.0045312324179664866
34,0.0023484112617508704
35,0.0030008421019463824
36,0.0036346920357578105
37,0.004191645680882632
38,0.0027951373567680978
39,0.0030887996958636325
40,0.0025293799278173824
41,0.003404187746241407
42,0.002869158330344073
43,0.002724463715965417
44,0.0022818763529330248
Average,0.00279517813162597
