StationNum,SMAPE
0,8.331066173104555
1,6.777901683758496
2,11.688705082625608
3,10.60831240208747
4,9.125842127913291
5,10.511482985055274
6,6.272291339672156
7,7.905216685098708
8,9.895149265189996
9,6.696220271184242
10,10.489408969248315
11,8.713300183760875
12,9.973288295917344
13,10.40723065792532
14,7.275355401388868
15,10.309791268730207
16,8.262620197428067
17,7.22150413716483
18,7.770581098388762
19,8.049832711799613
20,7.297215608218001
21,8.155841036495168
22,8.070046522745695
23,9.568141715515184
24,7.542095773284485
25,7.395495791286189
26,8.095108399294588
27,6.810186696475803
28,6.346215219038638
29,6.401275342178011
30,7.958904649300767
31,8.543559703080787
32,8.114952539621546
33,11.465258251438089
34,7.730678697793579
35,9.276992428561035
36,9.786599199082719
37,10.245761079864057
38,8.044784556500115
39,8.48193218612233
40,7.9609059465126295
41,7.960749144713453
42,8.0563985557375
43,8.631035953654942
44,7.626421104471541
Average,8.48559237863176
