StationNum,MAE
0,0.04118986215504336
1,0.033611463086665884
2,0.04497042800058434
3,0.041967972070244074
4,0.04194930315961578
5,0.04604007903531857
6,0.030312376151057686
7,0.0358115620067253
8,0.045248700408467575
9,0.03354120354981883
10,0.04276642755369311
11,0.04313721871856651
12,0.042584476514414694
13,0.048812452354896396
14,0.03456078854380358
15,0.04705714633468339
16,0.03876588369209511
17,0.03503885303193694
18,0.0381000509661652
19,0.03828386133589483
20,0.03612223729357413
21,0.03904475427321707
22,0.04106223734276022
23,0.03938073877925133
24,0.037485179972053646
25,0.03738080361882549
26,0.039780358222796006
27,0.03369616960245527
28,0.03070633225433994
29,0.03170183404461782
30,0.03809297743039982
31,0.041232504278013955
32,0.04000316467935073
33,0.0522383641835083
34,0.03650626530996341
35,0.041731983388422565
36,0.04671439479559423
37,0.050771838939159784
38,0.03914785599644186
39,0.043845360282241876
40,0.03926459347063678
41,0.046704807174083894
42,0.04048810898744063
43,0.0398617164942598
44,0.03627057880465359
Average,0.04006633929528341
