0,0.006978471
1,0.006389041
2,0.009699519
3,0.010389029
4,0.0065128407
5,0.008057565
6,0.0068789553
7,0.009516194
8,0.009173912
9,0.007159855
10,0.007126942
11,0.007711338
12,0.008216807
13,0.010709391
14,0.008240537
15,0.009897259
16,0.008538711
17,0.007439206
18,0.008208866
19,0.005914575
20,0.007912768
21,0.0061588422
22,0.007304689
23,0.009957839
24,0.0058296504
25,0.0069716596
26,0.007237322
27,0.0066446937
28,0.0060472395
29,0.005063772
30,0.007022744
31,0.006026383
32,0.009628032
33,0.005535872
34,0.0062869266
35,0.0065106847
36,0.010967113
37,0.007933394
38,0.0072593205
39,0.0077478285
40,0.007174211
41,0.0048711193
42,0.006447735
43,0.0078070518
44,0.005106203
