StationNum,MAE
0,0.038040449247230414
1,0.029099852173055846
2,0.041965080015202105
3,0.03661659974644645
4,0.03919791475933964
5,0.04107887152257183
6,0.026630023598411687
7,0.03412457114632522
8,0.037832281877478904
9,0.02910186315918516
10,0.03683161296283597
11,0.03753865254012088
12,0.038930182360562976
13,0.042529198184429746
14,0.0281453919662356
15,0.04226818509565914
16,0.030963849373388082
17,0.029638825893863782
18,0.034910214765529544
19,0.03500971430287184
20,0.032781668054565366
21,0.03660384278718305
22,0.03515262854676716
23,0.03558382680153495
24,0.03445966770233966
25,0.033255877276320775
26,0.038344243949311026
27,0.029437451465032603
28,0.026649020971862263
29,0.028013354043108982
30,0.030826658104013045
31,0.039903725486195286
32,0.03966140546250329
33,0.050239842497488946
34,0.0317780435894376
35,0.03650780432668238
36,0.03910784834742282
37,0.052279657367997834
38,0.03448628128269717
39,0.046589744019450596
40,0.039493133465905
41,0.04926806229584019
42,0.03891667823895121
43,0.03424714660949742
44,0.03484596788368082
Average,0.036419709228145206
