StationNum,MSE
0,0.002679924667743847
1,0.001767363286206652
2,0.0029902996057014903
3,0.0023789829392312136
4,0.0025444477336347853
5,0.0027910691118329047
6,0.0012801726917666273
7,0.0019553170389017983
8,0.0025508202980845302
9,0.0015223076221773273
10,0.0022761722824637043
11,0.002753455294433693
12,0.002551400623022467
13,0.003305497146012743
14,0.0015798366653920124
15,0.003077036295313773
16,0.0018001150098609492
17,0.0017602076642658719
18,0.002213591655255859
19,0.002068985566306169
20,0.0018826647378898794
21,0.0023691151772789417
22,0.0021575753159437435
23,0.002156850525277701
24,0.002114332038546666
25,0.0021054491375037316
26,0.002372798447650194
27,0.0016011357569498963
28,0.0013262874429334933
29,0.0013934189650020646
30,0.0019689699093977556
31,0.0027000468646713716
32,0.0025734788614736825
33,0.0042363479216079095
34,0.0018353647760754373
35,0.002427764775693208
36,0.0025439667822504653
37,0.004440766413180018
38,0.002385154107103283
39,0.003482295345224587
40,0.0025134433357544713
41,0.003834027472255504
42,0.002742623285034804
43,0.0020797030450833746
44,0.002184468252309904
Average,0.002383890041993521
