StationNum,RMSE
0,0.05176798883232617
1,0.04204002005478413
2,0.054683631972478663
3,0.04877481870013679
4,0.05044251910476701
5,0.05283056986095176
6,0.03577950099940785
7,0.044218966958781365
8,0.05050564620004906
9,0.039016760785300045
10,0.04770924734748709
11,0.05247337700618946
12,0.050511391022446284
13,0.05749345307087358
14,0.03974715921159665
15,0.055471040149917626
16,0.04242776225375255
17,0.04195482885516126
18,0.04704882203898265
19,0.04548610300197379
20,0.04338968469452019
21,0.048673557269619624
22,0.04644970738275693
23,0.0464419048411852
24,0.04598186640999543
25,0.04588517339515818
26,0.04871137903662956
27,0.04001419444334593
28,0.03641822954144659
29,0.03732852749576474
30,0.04437307640222566
31,0.051961975180620026
32,0.050729467388034764
33,0.06508723316909322
34,0.042841157501582953
35,0.049272353056183625
36,0.050437751558237265
37,0.06663907572273206
38,0.04883803955016297
39,0.05901097648085979
40,0.05013425311854632
41,0.061919524160441546
42,0.05237006096077036
43,0.045603761304122435
44,0.04673829535092079
Average,0.048825096436090336
