StationNum,RMSE
0,0.23742631996907657
1,0.2578289641117637
2,0.43754096621964705
3,0.5651403390678874
4,0.2199592446124128
5,0.24994506592020627
6,0.24166516650588743
7,0.33747118082023325
8,0.3180898796476334
9,0.1840523413193958
10,0.2527284111188159
11,0.20592884828096053
12,0.28501534496465647
13,0.2085480487156355
14,0.19244553951921842
15,0.2322495345753301
16,0.24599427860353495
17,0.2622505343681212
18,0.22816960502271855
19,0.2205944113081375
20,0.2927095579497086
21,0.2745462345857285
22,0.305417953289982
23,0.4560820990079036
24,0.2560635994007416
25,0.25588158443009623
26,0.2200114355925944
27,0.21298711763216455
28,0.19004538677250327
29,0.23089478149129933
30,0.22459911903890314
31,0.28362599600155763
32,0.2285687470209745
33,0.3562353942962552
34,0.23759684066333486
35,0.1969791413606653
36,0.24634440906659658
37,0.24145109433121692
38,0.2281693783883667
39,0.23946585512363947
40,0.2252801848600375
41,0.44972588887023884
42,0.33149620013634107
43,0.24341748052543447
44,0.24262665813437514
Average,0.278693133781672
