StationNum,RMSE
0,0.007693685491103919
1,0.007318326415714754
2,0.01746818927308813
3,0.030421065205936033
4,0.006520976919767281
5,0.014133946287133924
6,0.006643132519966223
7,0.012217797260976392
8,0.020160285472572086
9,0.016767846018426635
10,0.00456083941839218
11,0.005964215676389508
12,0.007023689613577216
13,0.00590758500724714
14,0.0053777729548729345
15,0.013468575177981296
16,0.005155044937949139
17,0.005560100743593319
18,0.005947890431632783
19,0.010374161754663571
20,0.005164134430180329
21,0.006465164766085295
22,0.006000617640657126
23,0.03664780493693615
24,0.005829191007418989
25,0.012202808980028769
26,0.005518290189885588
27,0.008163870747544662
28,0.007140533821048142
29,0.00709583482612112
30,0.008897190042991075
31,0.006281299687684493
32,0.008210654779217648
33,0.009453434623233668
34,0.012104337874754031
35,0.00732816512638537
36,0.008866450589734502
37,0.008644333452363758
38,0.006032917896378948
39,0.04517196285197918
40,0.0058590866884481235
41,0.006472538937486088
42,0.013575215628559812
43,0.007786252061283551
44,0.006313678072944055
Average,0.013261269093404948
