StationNum,MAE
0,0.005774034694364802
1,0.006241139920567127
2,0.005907126122423799
3,0.010843320898310837
4,0.004129512293516716
5,0.004387927894345206
6,0.005556305567932944
7,0.005145849778302132
8,0.006388875448869334
9,0.006382743647192424
10,0.003678398107898323
11,0.004523044424779686
12,0.004448687892534539
13,0.004502425504727824
14,0.004219335168418139
15,0.0067032686388063195
16,0.004027583225833773
17,0.004589509571446458
18,0.00443316524864262
19,0.005197681015828154
20,0.004130949487998372
21,0.005287405412748765
22,0.00498752305295514
23,0.00801768326069773
24,0.0044854035048366905
25,0.007328733788195985
26,0.003947830639588527
27,0.005736361074651409
28,0.005978209249702565
29,0.005936439059247172
30,0.00726383104147128
31,0.005204308134422925
32,0.005011894491129306
33,0.007175603265145177
34,0.005822125501630508
35,0.004655436964043768
36,0.0034101607871579597
37,0.005216408051295668
38,0.004841735889004845
39,0.005696763516611015
40,0.004342735673372562
41,0.0052245277934167556
42,0.007243475327507044
43,0.004765102170153052
44,0.004496598377441749
Average,0.005406381790648158
