StationNum,MSE
0,5.919279643602296e-05
1,5.3557901526948365e-05
2,0.00030513763648043127
3,0.000925441208263812
4,4.252313998813757e-05
5,0.00019976843764758683
6,4.413120967783278e-05
7,0.00014927456991032224
8,0.0004064371103356011
9,0.00028116066009766595
10,2.080125620035992e-05
11,3.5571868634490354e-05
12,4.9332215787872456e-05
13,3.48995606178512e-05
14,2.892044195416277e-05
15,0.0001814025173249339
16,2.6574488312275035e-05
17,3.091472027890698e-05
18,3.5377400586708814e-05
19,0.00010762323211192435
20,2.666828441297391e-05
21,4.1798355452630724e-05
22,3.600741206936549e-05
23,0.0013430616066957219
24,3.3979467800974404e-05
25,0.00014890854700307075
26,3.0451526619787515e-05
27,6.664878558261543e-05
28,5.0987223249532384e-05
29,5.035087187959334e-05
30,7.915999066109953e-05
31,3.945472576650532e-05
32,6.741485190348962e-05
33,8.93674261757531e-05
34,0.00014651499538620493
35,5.3702004119570714e-05
36,7.861394606020331e-05
37,7.472450083565513e-05
38,3.6396098344449394e-05
39,0.0020405062279005865
40,3.4328896822749995e-05
41,4.189376029727353e-05
42,0.00018428647936189456
43,6.062572116184234e-05
44,3.986253080877455e-05
Average,0.00017586125796769728
