0,2.4702128967330
1,0.6936419067945
2,6.8277622643761
3,15.1240860160766
4,6.4359609136931
5,4.3082569379071
6,5.0985729926781
7,8.4528069690307
8,8.3977994073660
9,10.3750839313707
10,4.9351708283377
11,4.4704880997512
12,5.5482937237167
13,5.4019774435780
14,1.0500005705607
15,10.7344985233717
16,3.9572707897102
17,0.7690182713596
18,4.6476453129259
19,7.2217291366394
20,5.3813090741485
21,11.3668113104555
22,4.0567000586330
23,17.7697119369544
24,4.3458923729757
25,8.8683524862252
26,5.0877324062928
27,3.8155096218467
28,4.0613297519440
29,4.2055901180518
30,1.4859020838212
31,1.8684889407267
32,8.3634775252615
33,7.1199882768469
34,15.7797219982894
35,5.5174164585452
36,7.0975524509968
37,7.3346463129375
38,4.2356881015206
39,6.8415098129102
40,5.3527764236372
41,0.8819578663543
42,7.6954271663201
43,5.0563276335963
44,8.9371308915300
