StationNum,MSE
0,0.00016362117867853605
1,0.00016811238419085675
2,0.0006798583993470825
3,0.002294524944856099
4,8.411263849038857e-05
5,0.00042506861633272007
6,0.0001651524978181677
7,0.00029129764292190813
8,0.0008252495099319648
9,0.0007402293958223941
10,4.392087258043481e-05
11,9.632928312092692e-05
12,6.0937213959690544e-05
13,0.00010252852262548246
14,0.00012304432092391277
15,0.00028486308382038303
16,8.07032595064005e-05
17,9.990158515221677e-05
18,9.149454198275975e-05
19,0.0001814586483161741
20,7.67827495988459e-05
21,0.00010721374250471055
22,0.00010525690388886059
23,0.0027761343879518373
24,0.0001057650805488595
25,0.0002734635568641119
26,5.007488795241865e-05
27,0.0002389568149702144
28,0.00020044409421573673
29,0.00019247486590332296
30,0.00019549419517373811
31,8.817090211464182e-05
32,0.0001300263134792487
33,0.00022468845922141235
34,0.0003997649683385314
35,0.00015064018988817157
36,0.00010426637267680777
37,0.0001548893163942771
38,0.0001365003969689161
39,0.002063293182345385
40,7.335164720583547e-05
41,0.00010279874800593656
42,0.0002759366750949865
43,0.00013792540435538992
44,0.00011798664559065296
Average,0.00034410464536959216
