StationNum,MAE
0,0.009801711133761975
1,0.011407945362534895
2,0.00783108628351555
3,0.020378275251723043
4,0.006037907703053001
5,0.006925297760596825
6,0.011031391542582286
7,0.006355464317175186
8,0.010310735815899476
9,0.012937090824720915
10,0.005197055094564954
11,0.007501807300344346
12,0.005045232830412222
13,0.007772100672594321
14,0.008918980834721353
15,0.009387310691830568
16,0.006980127989859188
17,0.008443356448982335
18,0.0070709467647194655
19,0.007848845898845803
20,0.006971964236776435
21,0.008328512139841277
22,0.008453837959766753
23,0.013760277835120049
24,0.007887992069752879
25,0.011518624638490406
26,0.005322593447930829
27,0.011507962471026568
28,0.011914817047201924
29,0.011611081529590637
30,0.011923811088005701
31,0.007683556139701123
32,0.007009649505129172
33,0.011296834434486099
34,0.010632504364509722
35,0.007847645488864446
36,0.004985195746638508
37,0.007011531380554422
38,0.009371488168039637
39,0.0074259853797881735
40,0.006027737889673119
41,0.008308796503755088
42,0.011471163661711562
43,0.006935484813110078
44,0.008466382094764666
Average,0.008907957790148155
