StationNum,RMSE
0,0.012791449436187286
1,0.012965815986310185
2,0.026074094410872307
3,0.04790119982689472
4,0.009171294264736497
5,0.020617192251437152
6,0.012851167177271009
7,0.01706744394811092
8,0.02872715631474798
9,0.02720715706982988
10,0.006627282443085914
11,0.009814748245417552
12,0.007806229176733831
13,0.010125636899745244
14,0.011092534468006524
15,0.016877887421723817
16,0.00898349929072188
17,0.009995078046329441
18,0.00956527793546846
19,0.013470658792953451
20,0.008762576652951225
21,0.010354406912262554
22,0.010259478733778856
23,0.05268903479806626
24,0.010284215115839395
25,0.016536733560897444
26,0.007076361208447365
27,0.015458228066962086
28,0.014157828019005484
29,0.013873531125972326
30,0.013981923872405332
31,0.009389936214620514
32,0.01140290811500508
33,0.014989611710161553
34,0.019994123345086462
35,0.01227355652971752
36,0.010211090670286293
37,0.012445453643571098
38,0.011683338434236856
39,0.04542348712225191
40,0.008564557618805275
41,0.010138971743028805
42,0.016611341760826744
43,0.011744164693812408
44,0.010862165787293663
Average,0.01855005782658351
