StationNum,RMSE
0,0.05003157120750827
1,0.09454167101527677
2,0.03718782192778377
3,0.06502585919106493
4,0.059901825893725606
5,0.06837844320705035
6,0.07472859722088862
7,0.07109185623441402
8,0.05940610903853139
9,0.06390602389013039
10,0.045571678407627485
11,0.052005946451646926
12,0.05991666914012147
13,0.03708300778526028
14,0.0593783492507282
15,0.051618332000621096
16,0.06017023585989634
17,0.07562090100794863
18,0.04030396139775768
19,0.054113413616613176
20,0.06130855989535471
21,0.03685420853410144
22,0.04374363997881857
23,0.06943476590634243
24,0.05263111084176376
25,0.04130278100044079
26,0.05406983305691965
27,0.06007990668942515
28,0.0793820378980283
29,0.060507384292612064
30,0.054773062207104484
31,0.04403032760949054
32,0.05402195247416289
33,0.04255866106868419
34,0.04785579529014126
35,0.05362836979457354
36,0.07332189369106096
37,0.048416121205374044
38,0.06013244786424373
39,0.06223225659058928
40,0.05518297302014694
41,0.058030168958949746
42,0.047005775863525424
43,0.058647968943456044
44,0.07921318465919856
Average,0.05861357613365041
