StationNum,MSE
0,0.0025031581174919707
1,0.008938127558360823
2,0.0013829340997325553
3,0.004228362363536204
4,0.003588228745402216
5,0.004675611495419809
6,0.005584363242601803
7,0.005054052022854591
8,0.003529085791097881
9,0.004083979889445916
10,0.002076777872888221
11,0.0027046184663315678
12,0.003590007240846784
13,0.0013751494664016749
14,0.003525788359741454
15,0.002664452198526344
16,0.003620457283435555
17,0.005718520669253967
18,0.0016244093043519415
19,0.0029282615332426563
20,0.0037587395164422966
21,0.0013582326866750354
22,0.001913506038596494
23,0.004821186716468573
24,0.002770033828438023
25,0.0017059197183703725
26,0.002923546846803161
27,0.0036095951878100333
28,0.006301507940844001
29,0.003661143553933837
30,0.003000088343543337
31,0.0019386697493990652
32,0.002918371349120714
33,0.001811239631959135
34,0.002290177142851906
35,0.002876002046823528
36,0.005376100094443245
37,0.0023441207925734703
38,0.0036159112861459904
39,0.0038728537603569427
40,0.0030451605113422657
41,0.0033675005094042543
42,0.002209542964531989
43,0.0034395842611925844
44,0.0062747286238522895
Average,0.003435551307175233
