StationNum,RMSE
0,0.016369608181131735
1,0.009988013982403982
2,0.03343741121984186
3,0.05702592561801976
4,0.011834923117239864
5,0.02296814716327983
6,0.01169382643131058
7,0.02055914184778386
8,0.03223280615697412
9,0.029953653247213535
10,0.009079808617743074
11,0.015289258961272652
12,0.010417675632968174
13,0.01478088642921293
14,0.014240550993718088
15,0.02062127798046465
16,0.013430700318822745
17,0.009982315554909712
18,0.014252094814390192
19,0.01607114514583281
20,0.011611832942071418
21,0.012156335803205546
22,0.011600661962530028
23,0.06179530824330325
24,0.01480543182764179
25,0.019379194409888844
26,0.008864466015010994
27,0.01781481882018189
28,0.01500282114028971
29,0.01495578155024286
30,0.011136093161560088
31,0.011355423361639107
32,0.013830519921119758
33,0.014465800655391112
34,0.025029436424251338
35,0.01746446032105616
36,0.011295260101170566
37,0.016213275650954692
38,0.01523548358631036
39,0.046219304508604606
40,0.011373321121543784
41,0.013062821134575176
42,0.01549206964888158
43,0.015293252685240169
44,0.013975400612893252
Average,0.02155194640592188
