StationNum,MAE
0,0.012095307584055333
1,0.007675317490436868
2,0.011589101496236468
3,0.022087646158087962
4,0.007774396048654464
5,0.008740506615140475
6,0.008741172963888018
7,0.008997896510931348
8,0.013296958978981801
9,0.014327002947467526
10,0.007002944132574496
11,0.011779311739362539
12,0.007448284111816582
13,0.011131052920473831
14,0.010673848273832916
15,0.012723220894330034
16,0.010232223585583544
17,0.007573186764299559
18,0.010828779321266612
19,0.010588225229773396
20,0.008786773703439965
21,0.008926668945944174
22,0.008752319644497452
23,0.018810938554416484
24,0.011385903556205735
25,0.013088365383309257
26,0.006737749877941621
27,0.011817350156157846
28,0.011287292077516517
29,0.01122261989946185
30,0.008053086289174984
31,0.00877903042761746
32,0.008997340528545535
33,0.009446998990218466
34,0.013312818935054227
35,0.011780799748878195
36,0.0062151577294571325
37,0.009407993206325188
38,0.011458660706172371
39,0.00975901912963808
40,0.008099153458840424
41,0.010201484499631597
42,0.00927104628313899
43,0.009489517524415014
44,0.010461314729421729
Average,0.01046346195005809
