StationNum,MAE
0,0.026111913232781576
1,0.018284715174321786
2,0.03328060147928925
3,0.02996540590914704
4,0.025637577825892117
5,0.026255418189258296
6,0.01850603926478049
7,0.02407227604218018
8,0.02560281100044592
9,0.019752901107347228
10,0.026899615894205465
11,0.0233664375804853
12,0.028268056496694106
13,0.028486437337489307
14,0.02090188188823672
15,0.02781954287119982
16,0.020380689806715303
17,0.019959792647668895
18,0.0238722762797544
19,0.022100372966053373
20,0.02134822957338614
21,0.02395496111841042
22,0.019539048857452085
23,0.027014414632905704
24,0.023418390073786755
25,0.021423450111296403
26,0.02376385272501476
27,0.02010463529089687
28,0.019473889918204923
29,0.019119402280335457
30,0.02195483501843606
31,0.026723395442106432
32,0.024866302244943076
33,0.03323087677302609
34,0.022003316824799973
35,0.026908219662453103
36,0.019712541209936107
37,0.03592150096236391
38,0.02459105555480869
39,0.027740140539127753
40,0.025912955197530067
41,0.023175216665940263
42,0.025608748900407596
43,0.024047923610358502
44,0.02190236641895189
Average,0.024288542946685015
