StationNum,MSE
0,7.471773720104389e-05
1,3.7118624389173055e-05
2,0.0004482080207726178
3,0.0014611691065597888
4,6.80877158684514e-05
5,0.0002965473310660359
6,3.7326435351157096e-05
7,0.00021673966953043028
8,0.0006113995399059857
9,0.0004403347807819857
10,3.00482722476468e-05
11,6.779019360826015e-05
12,6.160103233398648e-05
13,5.7637651215531936e-05
14,4.9842134078423163e-05
15,0.00021915996467732708
16,5.179183809635767e-05
17,3.375125516174778e-05
18,6.553958593493234e-05
19,0.00014578429180198615
20,4.086487066888928e-05
21,3.973631428832779e-05
22,3.502264602659249e-05
23,0.0019506922676434816
24,6.644856560553005e-05
25,0.0001565961533995003
26,4.6074393892906735e-05
27,8.402480671645778e-05
28,4.644636905663576e-05
29,4.6423202368730395e-05
30,5.408999347402988e-05
31,4.1858421883846364e-05
32,9.916633089584197e-05
33,8.4402230960432e-05
34,0.00021921753092889922
35,9.237416066560442e-05
36,9.726259731196952e-05
37,0.00011258721509730448
38,5.210300865702191e-05
39,0.0020799153838489738
40,5.7678276040454064e-05
41,7.285064533870348e-05
42,0.00016265193320305667
43,8.53537862315858e-05
44,6.766621445263169e-05
Average,0.00023035783331645546
