StationNum,MAE
0,0.006076166774709146
1,0.004817428420978952
2,0.006535846189913022
3,0.015235817979896723
4,0.005730496013880468
5,0.0062779307385886106
6,0.0047473793608274065
7,0.0059666640971820254
8,0.00798290919783151
9,0.007360271628495757
10,0.004381618675717832
11,0.006559916779908359
12,0.005193126876866933
13,0.005753103916570817
14,0.005536348815957341
15,0.00811010501228082
16,0.005760308181109664
17,0.004634001013687533
18,0.006254104373155569
19,0.006977074713615635
20,0.005082685087599379
21,0.004726440823149113
22,0.004670875640506418
23,0.011712223454577545
24,0.0063701275501841445
25,0.006984419346319669
26,0.005143031892986452
27,0.00564163157736862
28,0.00522315176601848
29,0.005215829233746971
30,0.0049418190878535075
31,0.0050739961891220165
32,0.006040384104846089
33,0.005429808251668901
34,0.006597260549955607
35,0.006390608310408354
36,0.0050239518668015876
37,0.00619845464598201
38,0.00560288244383057
39,0.007122511010740968
40,0.005524002434628969
41,0.006543214378312175
42,0.005750598522387581
43,0.005525848969830807
44,0.0062564573488374485
Average,0.006192951849974167
